"","class","cap_shape","cap_color","bruises","gill_spacing","gill_color","stalk_shape","veil_color","population","habitat"
"3717","0","flat","brown","bruises","close","white","tapering","white","solitary","wood"
"3718","0","convex","brown","bruises","close","white","tapering","white","several","wood"
"3719","1","flat","grey","no bruises","close","grey","enlarging","white","several","wood"
"3720","0","flat","grey","bruises","close","purple","tapering","white","several","wood"
"3721","0","flat","e","bruises","close","white","tapering","white","solitary","wood"
"3722","0","flat","brown","bruises","close","pink","tapering","white","several","wood"
"3723","0","convex","grey","bruises","close","pink","tapering","white","solitary","wood"
"3724","0","convex","brown","bruises","close","white","tapering","white","several","wood"
"3725","1","convex","grey","no bruises","close","pink","enlarging","white","several","wood"
"3726","1","convex","white","no bruises","crowded","grey","enlarging","white","several","wood"
"3727","1","flat","yellow","no bruises","close","grey","enlarging","white","several","paths"
"3728","0","flat","brown","bruises","close","purple","tapering","white","several","wood"
"3729","0","flat","e","bruises","close","pink","tapering","white","solitary","wood"
"3730","0","flat","e","bruises","close","purple","tapering","white","solitary","wood"
"3731","0","flat","e","bruises","close","white","tapering","white","solitary","wood"
"3732","0","flat","e","bruises","close","white","tapering","white","several","wood"
"3733","0","flat","brown","bruises","close","brown","tapering","white","solitary","wood"
"3734","0","flat","e","bruises","close","brown","tapering","white","several","wood"
"3735","1","convex","grey","no bruises","close","chocolate","enlarging","white","solitary","grasses"
"3736","0","flat","e","bruises","close","white","tapering","white","solitary","wood"
"3737","0","flat","brown","bruises","close","pink","tapering","white","solitary","wood"
"3738","1","convex","grey","no bruises","close","pink","enlarging","white","several","wood"
"3739","1","convex","white","no bruises","crowded","pink","enlarging","white","scattered","wood"
"3740","1","convex","grey","no bruises","crowded","pink","enlarging","white","several","wood"
"3741","0","convex","brown","bruises","close","purple","tapering","white","solitary","wood"
"3742","1","flat","yellow","no bruises","close","chocolate","enlarging","white","several","paths"
"3743","1","convex","grey","no bruises","crowded","brown","enlarging","white","several","wood"
"3744","0","flat","e","bruises","close","white","tapering","white","several","wood"
"3745","0","flat","e","bruises","close","purple","tapering","white","solitary","wood"
"3746","0","flat","e","bruises","close","pink","tapering","white","several","wood"
"3747","1","convex","yellow","no bruises","close","pink","enlarging","white","several","wood"
"3748","0","flat","brown","bruises","close","purple","tapering","white","several","wood"
"3749","0","flat","e","bruises","close","white","tapering","white","several","wood"
"3750","0","flat","e","bruises","close","purple","tapering","white","several","wood"
"3751","1","convex","yellow","no bruises","close","pink","enlarging","white","several","paths"
"3752","1","convex","grey","no bruises","close","brown","enlarging","white","several","wood"
"3753","0","flat","e","bruises","close","purple","tapering","white","several","wood"
"3754","1","convex","grey","no bruises","close","grey","enlarging","white","scattered","wood"
"3755","1","convex","white","no bruises","close","purple","enlarging","white","several","wood"
"3756","1","convex","grey","no bruises","close","chocolate","enlarging","white","solitary","grasses"
"3757","0","flat","grey","bruises","close","brown","tapering","white","several","wood"
"3758","0","flat","e","bruises","close","brown","tapering","white","several","wood"
"3759","1","flat","yellow","no bruises","close","pink","enlarging","white","solitary","paths"
"3760","0","flat","e","bruises","close","purple","tapering","white","solitary","wood"
"3761","0","flat","e","bruises","close","white","tapering","white","several","wood"
"3762","0","flat","grey","bruises","close","purple","tapering","white","several","wood"
"3763","0","flat","e","bruises","close","brown","tapering","white","solitary","wood"
"3764","0","flat","grey","bruises","close","purple","tapering","white","several","wood"
"3765","0","flat","brown","bruises","close","purple","tapering","white","solitary","wood"
"3766","0","flat","e","bruises","close","white","tapering","white","several","wood"
"3767","0","flat","brown","bruises","close","white","tapering","white","several","wood"
"3768","0","flat","e","bruises","close","brown","tapering","white","solitary","wood"
"3769","0","flat","e","bruises","close","white","tapering","white","solitary","wood"
"3770","0","flat","grey","bruises","close","white","tapering","white","solitary","wood"
"3771","0","convex","grey","bruises","close","pink","tapering","white","solitary","wood"
"3772","0","flat","brown","bruises","close","pink","tapering","white","solitary","wood"
"3773","0","flat","brown","bruises","close","pink","tapering","white","several","wood"
"3774","0","convex","e","bruises","close","brown","tapering","white","solitary","wood"
"3775","0","flat","brown","bruises","close","pink","tapering","white","solitary","wood"
"3776","1","convex","grey","no bruises","close","chocolate","enlarging","white","solitary","paths"
"3777","0","flat","e","bruises","close","pink","tapering","white","solitary","wood"
"3778","0","convex","grey","bruises","close","brown","tapering","white","solitary","wood"
"3779","0","flat","brown","bruises","close","white","tapering","white","several","wood"
"3780","0","flat","brown","bruises","close","white","tapering","white","solitary","wood"
"3781","0","flat","grey","bruises","close","white","tapering","white","solitary","wood"
"3782","1","convex","grey","no bruises","close","chocolate","enlarging","white","several","wood"
"3783","0","flat","e","bruises","close","white","tapering","white","several","wood"
"3784","1","flat","grey","no bruises","close","grey","enlarging","white","several","wood"
"3785","0","flat","grey","bruises","close","purple","tapering","white","solitary","wood"
"3786","0","flat","grey","bruises","close","brown","tapering","white","several","wood"
"3787","0","flat","grey","bruises","close","purple","tapering","white","solitary","wood"
"3788","1","flat","yellow","no bruises","close","chocolate","enlarging","white","several","paths"
"3789","0","convex","brown","bruises","close","brown","tapering","white","several","wood"
"3790","0","flat","grey","bruises","close","pink","tapering","white","solitary","wood"
"3791","1","flat","grey","no bruises","close","chocolate","enlarging","white","several","wood"
"3792","0","flat","brown","bruises","close","white","tapering","white","several","wood"
"3793","1","convex","grey","no bruises","crowded","purple","enlarging","white","scattered","wood"
"3794","0","flat","e","bruises","close","white","tapering","white","solitary","wood"
"3795","1","convex","white","no bruises","crowded","grey","enlarging","white","scattered","wood"
"3796","0","flat","brown","bruises","close","brown","tapering","white","several","wood"
"3797","1","convex","white","no bruises","close","brown","enlarging","white","several","wood"
"3798","0","flat","e","bruises","close","pink","tapering","white","solitary","wood"
"3799","0","flat","grey","bruises","close","purple","tapering","white","several","wood"
"3800","0","flat","e","bruises","close","pink","tapering","white","solitary","wood"
"3801","0","flat","e","bruises","close","white","tapering","white","solitary","wood"
"3802","1","convex","grey","no bruises","close","pink","enlarging","white","scattered","wood"
"3803","0","flat","e","bruises","close","brown","tapering","white","solitary","wood"
"3804","0","flat","e","bruises","close","brown","tapering","white","several","wood"
"3805","1","convex","p","no bruises","crowded","brown","enlarging","white","several","wood"
"3806","0","flat","e","bruises","close","purple","tapering","white","solitary","wood"
"3807","1","convex","p","no bruises","close","purple","enlarging","white","several","wood"
"3808","0","flat","e","bruises","close","white","tapering","white","solitary","wood"
"3809","1","flat","grey","no bruises","close","grey","enlarging","white","solitary","grasses"
"3810","0","flat","grey","bruises","close","pink","tapering","white","solitary","wood"
"3811","1","convex","grey","no bruises","close","chocolate","enlarging","white","solitary","grasses"
"3812","0","flat","brown","bruises","close","brown","tapering","white","several","wood"
"3813","0","flat","e","bruises","close","purple","tapering","white","several","wood"
"3814","0","flat","brown","bruises","close","purple","tapering","white","several","wood"
"3815","1","convex","p","no bruises","crowded","grey","enlarging","white","scattered","wood"
